smiles,cid,Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,Number_of_Rotatable_bonds,BBB
Fc1ccc(cc1)C(=O)CCCN1CCN2Cc3[nH]c4ccccc4c3CC2C1,68663,391.5,4,1,2.8,0,39.3,5,1
O=C(N1CCN(CC1)Cc1ccccc1)c1oc2ccccc2c1,68664,320.4,3,0,3.6,0,36.7,3,1
Cc1sc(nn1)SCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](O)c1ccccc1)C2=O)C(O)=O CEFCANEL,68666,478.6,10,3,0.4,0,212,7,0
OC1N=C(c2ccccc2Cl)c2nc(ccc2NC1=O)Cl,68672,322.1,4,2,2.7,0,74.6,1,1
CN(C)CC1COC2(O1)c1ccccc1COc1ccccc21,68674,311.4,4,0,2.5,0,30.9,2,1
CNc1nc(c(c(n1)N1CCN(C)CC1)SC)Cl,68678,287.81,6,1,2.3,0,69.6,3,1
CCOC(=O)OC(C)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](/N=C/N1CCCCCC1)C2=O BACMECILLINAM,68681,441.5,8,0,2.9,0,123,9,0
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O ARBEKACIN,68682,552.6,15,11,-6.8,0,297,10,0
CCCC(CCC)(CCC)C(N)=O,68689,185.31,1,1,3.2,0,43.1,7,1
CC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1ccc(cc1)C1=NCCCN1)C2=O)C(O)=O CEFROTIL,68692,414.5,6,3,0.7,0,136,5,0
COc1ccccc1N1CCN(CC1)CCC1=C(NC(=O)O1)c1ccc(cc1)F,68696,397.4,6,1,3.3,0,54,6,1
Cn1nc(nc1c1ccccc1CO)c1cccnc1,68702,266.3,4,1,1.4,0,63.8,3,1
Cc1ccccc1N1CCN(CCCOc2ccccn2)CC1,68710,311.4,4,0,3.5,0,28.6,6,1
COc1ccc2n3c4c(c2c1)CCN=C4N(C)CC3,68713,255.31,2,0,1.4,0,29.8,1,1
CC(C)(C)C(=O)OC1N=C(c2ccccc2)c2cc(ccc2NC1=O)Cl,68722,370.8,4,1,4.4,0,67.8,4,1
CSc1c(nc(nc1N1CCN(C)CC1)NC(C)C)Cl,68725,315.87,6,1,3.1,0,69.6,4,1
OCCN1CCN(CCCC2c3ccc(cc3Sc3ccc(cc23)C(F)(F)F)F)CC1,68751,454.5,8,1,4.6,0,52,6,1
CCN(CC)CCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)c1c(cccc1OC)OC)C2=O TAMETICILLIN,68757,479.6,8,1,2.3,0,123,11,0
Clc1ccc2c(c1)C(=NCC(=O)N2CCOCC1CC1)c1ccccc1,68777,368.9,3,0,3.4,0,41.9,6,1
CC(C)(C)N1CCC(CC1)(c1ccccc1)c1ccccc1,68778,293.4,1,0,5.2,0,3.2,3,1
CN1C(=O)CN(C(c2ccccc2)c2cc(ccc12)Cl)C(N)=O,68787,329.8,2,1,2.1,0,66.6,1,1
CC(C)C(CCCCCC(O)=O)NCc1ccc(cc1)F,68789,295.4,4,2,1.6,0,49.3,10,1
Cc1ncc2n1c1ccc(cc1C(=NC2)c1ccccc1Cl)Cl,68790,342.2,2,0,3,0,30.2,1,1
O=C(CN1CCCC1=O)NNC(=O)CN1CCCC1=O,68793,282.3,4,2,-1.8,0,98.8,4,1
Cc1ccc2n3c4c(c2c1)CCCC4NCC3,68802,226.32,1,1,2.3,0,17,0,1
CN(C)C(=O)CCNc1ccc(cc1)Br,68839,271.15,2,1,2.6,0,32.3,4,1
CCC1(CC)C(=O)NC=C(C)C1=O,68842,181.23,2,1,1.4,0,46.2,2,1
CCC(CC)(CC=C)C(N)=O,68845,155.24,1,1,1.8,0,43.1,5,1
CN(C)CC(=O)N1c2ccccc2Sc2ccccc12,68846,284.4,3,0,3.1,0,48.8,2,1
CCN(CC)S(=O)(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,68847,376.5,5,2,2.2,0,76.8,5,1
CN(C)S(=O)(=O)N[C@H]1C[C@H]2[C@@H](Cc3cn(c4cccc2c34)C)N(C)C1,68848,362.5,5,1,1.4,0,66,3,1
CN1CCC2=C(CC1)c1ccccc1Oc1ccccc21,68858,277.4,2,0,3.4,0,12.5,0,1
CCN(CC)CC(=O)Oc1ccc(cc1)NC(C)=O,68865,264.32,4,1,1.1,0,58.6,7,1
CCOc1cc(c(cc1C(=O)NC1CCN(CC1)CC1CCC=CC1)[N+]([O-])=O)N,68867,402.5,6,2,3.6,0,113,6,1
CCCC(=O)O[C@@]1(CCC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C)C(C)=O,68868,428.6,5,1,4.6,0,80.7,5,1
CN1c2ccccc2C(NCCCCCCC(O)=O)c2ccc(cc2S1(=O)=O)Cl,68870,437,6,2,1.2,0,95.1,8,1
COc1ccc2c(c1)CN(C)CC2c1ccc(c(c1)Cl)Cl,68871,322.2,2,0,4.5,0,12.5,2,1
CCCN1CCCC1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,68880,355.5,6,2,1.1,0,110,7,1
CC(C)(C)C(=O)NCCCC(O)=O,68888,187.24,3,2,0.8,0,66.4,5,1
CNC1CCc2ncsc2C1,68895,168.26,3,1,1.3,0,53.2,1,1
COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](NC(=O)[C@@H](N)CC(C)C)[C@H](O)[C@H](C)O1)C(=O)CO)O LEURUBICIN,68897,656.7,13,7,2.3,0,235,9,0
CN(C(=O)CNCC(C)=C)c1ccc(cc1C(=O)c1ccccc1)Cl,68903,356.8,3,1,4.1,0,49.4,7,1
CCCN1CCC(=CC1)c1c[nH]c2ccc(cc12)Cl,68915,274.79,1,1,3.8,0,19,3,1
CCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C)C(=O)COC(C)=O,68921,460.6,7,1,3.3,0,107,7,1
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1ccccc1)C2=O)C(O)=O CEFALORAM,68940,390.4,7,2,0.2,0,138,7,0
CN1CCC(CC1)OC1c2ccccc2CCc2ccccc12,70593,307.4,2,0,4.2,0,12.5,2,1
CN(C)C(=O)C1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccc(cc1)Cl,71101,430.9,4,0,3.5,0,40.6,7,1
CC1(C)S[C@@H]2[C@H](NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(O)=O FENBENICILLIN,71107,426.5,6,2,3.5,0,121,6,0
OC(CN1CCCCC1)c1cc(on1)c1ccccc1,71109,272.34,4,1,2.1,0,49.5,4,1
CCCC(CCC)C(N)=O,71113,143.23,1,1,2.1,0,43.1,5,1
CN(C)CCC=C1c2ccccc2Sc2ccccc12,71115,281.4,2,0,4.6,0,28.5,3,1
CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(cc3)F)CC2)C1=O,71117,346.4,5,0,1.3,0,57.7,5,1
CN1CCc2[nH]c3ccc4scc(c4c3c2C1)C,71140,256.4,2,1,3.3,0,47.3,0,1
CN(C(=O)CN(CCO)CCO)c1ccc(cc1C(=O)c1ccccc1Cl)Cl,71142,425.3,5,2,2.6,0,81.1,9,1
COc1cccc(c1OC)C(=O)N[C@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccccc1,71148,380.5,4,1,3.8,0,50.8,6,1
O=C1CCN=C2CC(CN12)c1ccccc1,71152,214.26,2,0,0.6,0,32.7,1,1
NC(=O)NCCN1CCN(CC1)c1cccc(c1)C(F)(F)F,71153,316.32,6,2,1.5,0,61.6,4,1
Cc1cccc(c1NC(=O)CN1CCCC1=O)C,71157,246.3,2,1,1.4,0,49.4,3,1
CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,71160,258.35,4,0,4.3,0,52.6,10,1
CC1(CC(=O)N(CN2CCOCC2)C1=O)c1ccccc1,71165,288.34,4,0,1,0,49.8,3,1
COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2,71195,329.5,4,1,3.4,0,58,5,1
CN1C(c2ccc(c(c2)Cl)Cl)S(=O)(=O)CCC1=O,71209,308.2,3,0,1.7,0,62.8,1,1
Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,71215,477,5,2,4.7,0,68.2,8,1
C1CC(CCN1)CCc1cc(nc2ccccc12)c1ccccc1,71219,316.4,2,1,5,0,24.9,4,1
CN1C(=O)CC(=O)N(c2ccccc2)c2c(n[nH]c12)C,71228,270.29,3,1,1.1,0,69.3,1,1
OCCN1CCN(CC1)[C@@H]1C[C@@H](c2ccc(cc2)F)c2ccc(cc21)C(F)(F)F,71240,408.4,7,1,3.7,0,26.7,4,1
CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O,71248,296.34,5,1,1.4,0,91.9,5,1
CNS(=O)(=O)c1cc(c(cc1N)OC)C(=O)NCC1CCCN1CC=C,71253,382.5,7,3,1.2,0,122,8,1
CC(C)(C)NCC(O)c1ccccc1F,71254,211.28,3,2,1.7,0,32.3,4,1
COc1cc2c(cc1OC)C(=NN=C(C)C2)c1cccc(c1)Cl,71257,328.8,4,0,3.8,0,43.2,3,1
Cc1cc(nnc1NCCN1CCOCC1)c1ccc(cc1)O,71258,314.4,6,2,1.7,0,70.5,5,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O FLURITHROMYCIN,71260,751.9,15,5,2.8,0,194,7,0
COCC1CN=C(c2ccccc2Cl)c2cc(ccc2N1C)Br,71272,393.7,3,0,4.4,0,24.8,3,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(=O)CC)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O ERYTHROMYCIN-PROPIONATE,71277,790,15,4,3.7,0,200,10,0
CN1C(=O)N(C)c2ncn(c2C1=O)CCN1CCC(CC1)c1c[nH]c2ccccc12,71304,406.5,4,1,1.9,0,77.5,4,1
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C([O-])=O)SC1Cn2cnc[n+]2C1 BIAPENEM,71339,350.4,6,1,1.4,0,128,3,0
Nc1cc(c(cc1Cl)C(=O)NC1CN2CCC1CC2)OCC1CC1,71342,349.9,4,2,2.5,0,67.6,5,1
CC1=CC=CN2C(=O)C(=C(C)N=C21)CCN1CCC(CC1)c1noc2cc(ccc12)F,71351,420.5,6,0,3.3,0,61.9,4,1
CN(C)[C@@H](CCOc1cccc2ccccc21)c1ccccc1,71353,305.4,2,0,5.1,0,12.5,6,1
COc1cc(ccc1OCCCN1CCC(CC1)c1noc2cc(ccc12)F)C(C)=O,71360,426.5,7,0,4.1,0,64.8,8,1
CC1(C)S[C@@H]2[C@H](NC(=O)CSCC=C)C(=O)N2[C@H]1C(O)=O ALMECILLIN,71365,330.4,6,2,1.8,0,137,6,0
CCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C)C(=O)CCl,71386,479,6,0,3.8,0,77.5,6,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(O)=O EPICILLIN,71392,351.4,6,3,-1.3,0,138,4,0
CN(C)CC#CC=C1c2ccccc2C=Cc2ccccc12,71397,285.4,1,0,4.5,0,3.2,1,1
CC(=O)C1=C(O)[C@H](N)[C@@H]2Cc3c(c4ccc(c(c4c(c3C(=O)[C@]2(O)C1=O)O)O)C)C CETOCYCLINE,71402,411.4,8,5,2,0,158,1,0
C[C@H]1C[C@H]2[C@@H]3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,71422,342.5,3,1,2.9,0,54.4,1,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc12 TALAMPICILLIN,71447,481.5,8,2,2.7,0,153,6,0
CO[C@H]1CCC[C@@H]2[C@@H]3[C@@H]([C@@H](C)O)C(=O)N3C(=C12)C(O)=O SANFETRINEM,71452,281.3,5,2,-0.1,0,87.1,3,0
CC(COc1ccccc1)NN,71467,166.22,3,2,1.1,0,47.3,4,1
CN1C2CCC1CC(C2)OC(=O)C(C)(CO)c1ccccc1,71626,303.4,4,1,2.6,0,49.8,5,1
CN(C)CC1=Cc2ccccc2Sc2ccccc12,71644,267.4,2,0,3.9,0,28.5,2,1
CC(NNC(=O)c1ccccc1)c1ccccc1,71671,240.3,2,2,2.9,0,41.1,4,1
Clc1ccc2c(c1)N(C(=O)CCN2)c1ccccc1,71709,272.73,2,1,2.5,0,32.3,1,1
O=C1NC(=O)C2(CCc3ccccc3C2)N1,71726,216.24,2,2,1.2,0,58.2,0,1
Cc1sc(nn1)SCC1=C(N2[C@H](SC1)[C@H](NC(=O)CN1C=C(Cl)C(=O)C(=C1)Cl)C2=O)C(O)=O CEFAZEDONE,71736,548.4,11,2,1.1,0,212,7,0
CC(NCCn1cnc2c1C(=O)N(C)C(=O)N2C)C(O)c1ccccc1,71740,357.4,5,2,0.3,0,90.7,6,1
Fc1ccc(cc1)C(=O)C1CCN(CCCN2C(=O)Nc3ccccc23)CC1,71744,381.4,4,1,3.1,0,52.6,6,1
CN1[C@@H]2CC[C@H]1C[C@@H](C2)NC(=O)N1CC(C)(C)c2ccccc21,71785,313.4,2,1,3.2,0,35.6,1,1
COC(C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c1ccc(c(c1)Cl)Cl CLOMETOCILLIN,71807,433.3,6,2,2.7,0,121,5,0
CNC(=O)NC(O)C(Cl)(Cl)Cl,71808,221.47,2,3,0.7,0,61.4,1,1
CCS(=O)(=O)c1ccc(cc1)F,71814,188.22,3,0,1.6,0,42.5,2,1
CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,71823,326.5,3,0,5.5,0,31.8,5,1
NNCC1CCCCC1,71824,128.22,2,2,1.4,0,38,2,1
OCC1(CO)COC(OC1)C(Cl)(Cl)Cl,71839,265.5,4,2,0.5,0,58.9,2,1
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5ccc(cc54)Cl)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,71844,613.1,9,1,4.7,0,109,9,1
CN1C(=O)N(C)c2ncn(c2C1=O)CCNCC(O)c1ccc(c(c1)O)O THEODRENALINE,71857,375.4,7,4,-0.8,0,131,6,0
C[N+]1(CCCS([O-])(=O)=O)C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1 SULTROPONIUM,71868,411.5,6,1,1,0,112,8,0
CC(N(C)C)C(=O)c1ccccc1,71872,177.24,2,0,2.1,0,20.3,3,1
CN(C)CCOC(=O)CCC1CCCCC1,71875,227.34,3,0,3.2,0,29.5,7,1
CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(C1=O)c1ccccc1)OC(N)=O,71880,578.7,9,2,2.6,0,181,20,1
CC1(C)SC2C(NC(=O)C(N=[N+]=[N-])c3ccccc3)C(=O)N2C1C(O)=O AZIDOCILLIN,71886,375.4,7,2,2.8,0,126,5,0
Cc1[nH]nc(c1)CCN1CCN(CC1)c1cccc(c1)Cl,71897,304.82,3,1,3.2,0,35.2,4,1
CC(C)c1ccccc1OCC1=NCCN1 FENOXAZOLINE,71899,218.29,2,1,2,0,33.6,4,0
CC(C)CCOC(CN1CCCC1)c1ccccc1,71911,261.4,2,0,3.6,0,12.5,7,1
CC(CCN1CCN(CC1)c1ccc(cc1)F)NC(=O)c1cccnc1,71919,356.4,5,1,2.6,0,48.5,6,1
CC(Cc1ccccc1)[N+]1=C\C(\O[N-]1)=N/C(=O)Nc1ccccc1,71932,322.4,4,1,4.9,0,77.4,6,1
CN(C)CC(=O)C=C1c2ccccc2CCc2ccccc12,71935,291.4,2,0,3.6,0,20.3,3,1
Clc1ccccc1C1=NCc2nnc(n2c2sc(cc12)Br)C1CCCCC1,71949,461.8,4,0,4.6,0,71.3,2,1
CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)C[C@H]([C@@H]32)N(C)C)C[C@@H]1O,71960,405.6,4,1,4.2,0,49.8,4,1
CN(C(=O)CNC(=O)[C@@H](N)CCCCN)c1ccc(cc1C(=O)c1ccccc1)Cl,71968,430.9,5,3,1.9,0,119,10,1
Fc1cccc(c1NC1=NCCN1)Br,71969,258.09,2,2,1.4,0,36.4,2,1
Cc1cccc(c1C)O[C@H]1CCNC[C@H]1O,71971,221.29,3,2,1.8,0,41.5,2,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)C3=CC=C(NC3=O)c3ccc(cc3)S(=O)(=O)N(CCO)CCO)c3ccc(cc3)O)C(=O)N2[C@H]1C(O)=O PIRIDICILLIN,71978,729.8,13,7,0.7,0,277,13,0
CNC(=O)O[C@@H]1OC(=O)[C@H]2[C@H]3C[C@H](C=C3)[C@@H]12,71995,223.22,4,1,1.1,0,64.6,2,1
O=C(NC1CCN(CC1)Cc1ccc2ccccc2c1)NC(=O)c1ccccc1,72002,387.5,3,2,4.7,0,61.4,4,1
O=C1N(CCCN2CCN(CC2)c2ncccn2)S(=O)(=O)c2ccccc12,72024,387.5,7,0,1.2,0,95.1,5,1
Fc1ccc2[nH]c3c(c2c1)CN(CCc1ccncc1)CC3,72038,295.4,3,1,2.9,0,31.9,3,1
CCC(C(=O)NC(N)=O)c1ccccc1,72060,206.24,2,2,1.8,0,72.2,3,1
O=C(Nc1ccccc1)OCC1(CCCC1)COC(=O)Nc1ccccc1,72076,368.4,4,2,4.5,0,76.7,8,1
NS(=O)(=O)c1ccc(c(c1)Cl)N1C(=O)CC(C1=O)c1ccccc1,72094,364.8,5,1,1.6,0,106,3,1
Cn1cc2c(c1C)C(=NCC(=O)N2)c1ccccc1,72104,253.3,2,1,1.6,0,46.4,1,1
CO[C@H]1C=CO[C@@]2(C)Oc3c(c(c4c(c(c5n6c(nc5c4c3C2=O)C=C(C)C=C6)NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C)O)O)C RIFAXIMIN,72111,785.9,12,5,6.9,0,198,3,0
N#Cc1cc(nnc1NCCN1CCOCC1)c1ccccc1,72119,309.4,6,1,1.9,0,74.1,5,1
CCCC1(C)COB(OC1)c1ccc(cc1)C,72134,232.13,2,0,,0,18.5,3,1
CCCC(C)C1(C=C)C(=O)NC(=O)NC1=O,72135,224.26,3,2,2,0,75.3,4,1
CC(CN(C)C)CN1c2ccccc2Sc2ccc(cc12)C(F)(F)F,72136,366.4,6,0,5.6,0,31.8,4,1
CCc1c([n+](c(c2cc(c(cc12)OC)OC)c1ccc(c(c1)OC)OC)[N-])C,72149,382.5,5,1,4.7,0,41.8,6,1
CC1(C)CN(CCN2CCN(C2=O)c2cccc(c2)Cl)C1,72155,307.82,2,0,2.7,0,26.8,4,1
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O NEOMYCIN,72392,322.36,10,8,-5.4,0,204,3,0
CC1CN(CCN1)c1cc2c(c(c1F)C)C(=O)C(=CN2C1CC1)C(O)=O,72474,359.4,7,2,-0.2,0,72.9,3,0
CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](C)C[C@@]2(CO2)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]1C OLEANDOMYCIN,72493,687.9,13,3,2.6,0,166,6,0
CCNC(=O)N1CCN(CCCC(c2ccc(cc2)F)c2ccc(cc2)F)CC1,73333,401.5,4,1,4.1,0,35.6,7,1
CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O)C(C)C)C(C)C GRAMICIDIN-S,73357,1141.4,12,10,4.6,0,326,16,0
CCC(=O)Nc1ccc(cc1)O,74325,165.19,2,2,1.3,0,49.3,2,1
CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,77991,250.34,3,0,2.3,0,32.8,5,1
CNCCC=C1c2ccccc2C(C)(C)c2ccccc12,82730,277.4,1,1,5.1,0,12,3,1
CC(C)(O)CC(C)(O)c1ccc(cc1)Cl,85896,228.71,2,2,2.2,0,40.5,3,1
CC(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c34)[C@H]2C1,91267,347.5,2,1,4.6,0,23.5,1,1
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC#N)C2=O)C(O)=O CEFACETRILE,91562,339.33,8,2,-0.5,0,162,6,0
CCC(Oc1ccccc1)C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O PROPICILLIN,92879,378.4,6,2,2.7,0,121,6,0
CC1(C)S[C@@H]2[C@H](NC(=O)c3nc4ccccc4nc3C(O)=O)C(=O)N2[C@H]1C(O)=O QUINACILLIN,92894,416.4,9,3,1.4,0,175,4,0
C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,92943,392.5,3,0,3.8,0,32.8,6,1
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,93055,458.6,6,2,4.1,0,101,6,1
C1CN2CCC1C(C2)N1c2ccccc2CCc2ccccc12,93154,304.4,2,0,4.5,0,6.5,1,1
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(O)=O CARINDACILLIN,93184,494.6,7,2,3.8,0,138,7,0
CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc12,94280,294.4,2,0,5.4,0,6.5,4,1
CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O,101534,240.3,3,2,2.6,0,75.3,5,1
C[C@@H](O)[C@@H]1[C@H]2CC(=C(N2C1=O)C(O)=O)SCCN/C=N IMIPENEM,104838,299.35,6,3,-0.7,0,142,6,0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,104845,332.5,3,1,3.2,0,54.4,1,1
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,107751,385.5,5,1,3.3,0,97.8,11,1
CC(C)C(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)C(=O)COC(C)=O,111080,504.6,8,1,3.7,0,107,7,1
CC(CN1C(=O)c2cccnc2Nc2ccccc12)N(C)C,112029,296.37,4,1,2.3,0,48.5,3,1
CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,114811,358.2,5,2,0.8,0,91.8,6,1
O=C1[C@@H]2CCCC[C@@H]2C(=O)N1CCCCN1CCN(CC1)c1nsc2ccccc12,115368,426.6,6,0,3.9,0,85,6,1
C1COC(CN1)COc1ccccc1Cc1sccc1,119114,289.4,4,1,2.8,0,58.7,5,1
CCC(=O)O[C@@]1(CCN(C)C[C@@H]1C)c1ccccc1,120738,261.36,3,0,2.8,0,29.5,4,1
CCOC(=O)Nc1ccc(cc1N)NCc1ccc(cc1)F,121892,303.33,5,3,2.8,0,76.4,6,1
CCc1c([nH]c2c1C(=O)[C@@H]1CN(C)CC[C@H]1C2)C,121903,246.35,2,1,2.1,0,36.1,1,1
CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C2CCCN2C1=O)c1ccccc1 VIRGINIAMYCIN-FACTOR-S1,122731,823.9,11,4,2.7,0,225,6,0
CCN1CCN(CC1)c1cc(c2c(n1)CCCCCC2)c1ccc(cc1)F,125564,367.5,4,0,5.5,0,19.4,3,1
CN[C@@H]1C[C@@H](c2ccc(c(c2)Cl)Cl)c2ccccc12,126280,292.2,1,1,4.4,0,12,2,1
CN(Cc1cnc2nc(nc(c2n1)N)N)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,126941,454.4,12,5,-1.8,0,211,9,0
C[C@@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]2CC[C@]1(O)C(=O)CO,127516,378.4,6,3,1.5,0,94.8,2,1
FC(F)(F)c1cccc(c1)C1=CCN(CCc2ccc3ccccc3c2)CC1,128919,381.4,4,0,6.2,0,3.2,4,1
NC(=O)c1cn(nn1)Cc1c(cccc1F)F,129228,238.19,5,1,0.7,0,73.8,3,1
CCC(=O)N([C@@H]1CCC[C@H]1N(C)C)c1ccc(c(c1)Cl)Cl,130380,329.3,2,0,4,0,23.6,4,1
CNCC(O)c1cccc(c1)OC(=O)C(C)(C)C PIVENFRINE,130545,251.32,4,2,1.2,0,58.6,6,0
O=C(NCCN1CCN(CC1)c1ncccn1)C12CC3CC(CC(C3)C1)C2,130918,369.5,5,1,2.4,0,61.4,5,1
CN(C)C(C)(CO)Cc1ccc(c(c1)Cl)Cl,131074,262.17,2,1,3,0,23.5,4,1
CCCCCCSc1nsnc1C1=CCCN(C)C1,131460,297.5,5,0,3.8,0,82.6,7,1
CCN(CC)C(=O)N1CCN(CCCc2nc3c(n2C)C(=O)N(C)C(=O)N3C)CC1,132157,419.5,5,0,0.3,0,85.2,6,1
Cn1nc(c2c1N(C)C(=O)CC(=O)N2c1ccccc1)C,132677,284.31,3,0,1.1,0,58.4,1,1
COc1ccc(cc1OC)[C@H](O)CN1CCN(CC1)C1=CC=CC=CC1=O,133371,370.4,6,1,2.5,0,62.2,6,1
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1cc2ccccc2cn1,133832,377.5,5,0,4.5,0,36.4,6,1
OCC(NC(=O)CN=[N+]=[N-])C(O)c1ccc(cc1)[N+]([O-])=O,133952,295.25,7,3,1,0,130,6,1
CNCCCN1c2ccccc2C(C)(C)c2ccccc12,145765,280.4,2,1,5.5,0,15.3,4,1
